clueFinal,Acc,row_id,Level,wordpair_id,target1,target2,words_in_patch_num_unique,patchsize,words_in_patch_glove,words_in_patch_swow,Similar Words (glove),Similar Words Size (glove),Dissimilar Words (glove),Dissimilar Words Size (glove),Overlap Similarity (glove),Similar Words (swow),Similar Words Size (swow),Dissimilar Words (swow),Dissimilar Words Size (swow),Overlap Similarity (swow)
apologize (you'redoinggreatbtw),1,873,Hard,regret-rude,regret,rude,"disrespect,mean,unfortunate,fail,bad,mistake,negative,actions,unpleasant,arrogant,guilt,redemption,feelings,awful,bad connotation,fight,r,scold,apologize,bully,grievances,jail,toxic,mad,break-up,upset,feeling,apology,angry,remorse",30,"apologize,remark,angry,disrespectful,disgust,anger,disappointed,mistake,sorry,ashamed,apology,dismay,insult,stupid,offend,infuriate,annoy,forgive,comment,feeling,disappoint,remind,arrogant,afraid,feel,obviously,hurt,disappointment,unhappy,sad","sorry,rue,remorse,shame,shameful,apologize,ashamed,disrespectful,not nice,hurtful,unkind,apology,disappointment,humiliation,pity,sorrow,mistake,bad,disappointed,guilt,pitiful,unhappy,impolite,disgrace,frown,rudeness,sad,repent,mean,disappoint","apologize,feeling,mistake,angry,arrogant,apology",6,"disrespect,mean,unfortunate,fail,bad,negative,actions,unpleasant,guilt,redemption,feelings,awful,bad connotation,fight,r,scold,bully,grievances,jail,toxic,mad,break-up,upset,remorse",24,0.2,"apologize,mistake,mean,guilt,bad,remorse,apology",7,"disrespect,unfortunate,fail,negative,actions,unpleasant,arrogant,redemption,feelings,awful,bad connotation,fight,r,scold,bully,grievances,jail,toxic,mad,break-up,upset,feeling,angry",23,0.23333333333333334
apologize,1,902,Hard,regret-rude,regret,rude,"disrespect,mean,unfortunate,fail,bad,mistake,negative,actions,unpleasant,arrogant,guilt,redemption,feelings,awful,bad connotation,fight,r,scold,apologize,bully,grievances,jail,toxic,mad,break-up,upset,feeling,apology,angry,remorse",30,"apologize,remark,angry,disrespectful,disgust,anger,disappointed,mistake,sorry,ashamed,apology,dismay,insult,stupid,offend,infuriate,annoy,forgive,comment,feeling,disappoint,remind,arrogant,afraid,feel,obviously,hurt,disappointment,unhappy,sad","sorry,rue,remorse,shame,shameful,apologize,ashamed,disrespectful,not nice,hurtful,unkind,apology,disappointment,humiliation,pity,sorrow,mistake,bad,disappointed,guilt,pitiful,unhappy,impolite,disgrace,frown,rudeness,sad,repent,mean,disappoint","apologize,feeling,mistake,angry,arrogant,apology",6,"disrespect,mean,unfortunate,fail,bad,negative,actions,unpleasant,guilt,redemption,feelings,awful,bad connotation,fight,r,scold,bully,grievances,jail,toxic,mad,break-up,upset,remorse",24,0.2,"apologize,mistake,mean,guilt,bad,remorse,apology",7,"disrespect,unfortunate,fail,negative,actions,unpleasant,arrogant,redemption,feelings,awful,bad connotation,fight,r,scold,bully,grievances,jail,toxic,mad,break-up,upset,feeling,angry",23,0.23333333333333334
mean,1,932,Hard,regret-rude,regret,rude,"disrespect,mean,unfortunate,fail,bad,mistake,negative,actions,unpleasant,arrogant,guilt,redemption,feelings,awful,bad connotation,fight,r,scold,apologize,bully,grievances,jail,toxic,mad,break-up,upset,feeling,apology,angry,remorse",30,"apologize,remark,angry,disrespectful,disgust,anger,disappointed,mistake,sorry,ashamed,apology,dismay,insult,stupid,offend,infuriate,annoy,forgive,comment,feeling,disappoint,remind,arrogant,afraid,feel,obviously,hurt,disappointment,unhappy,sad","sorry,rue,remorse,shame,shameful,apologize,ashamed,disrespectful,not nice,hurtful,unkind,apology,disappointment,humiliation,pity,sorrow,mistake,bad,disappointed,guilt,pitiful,unhappy,impolite,disgrace,frown,rudeness,sad,repent,mean,disappoint","apologize,feeling,mistake,angry,arrogant,apology",6,"disrespect,mean,unfortunate,fail,bad,negative,actions,unpleasant,guilt,redemption,feelings,awful,bad connotation,fight,r,scold,bully,grievances,jail,toxic,mad,break-up,upset,remorse",24,0.2,"apologize,mistake,mean,guilt,bad,remorse,apology",7,"disrespect,unfortunate,fail,negative,actions,unpleasant,arrogant,redemption,feelings,awful,bad connotation,fight,r,scold,bully,grievances,jail,toxic,mad,break-up,upset,feeling,angry",23,0.23333333333333334
grievances,1,954,Hard,regret-rude,regret,rude,"disrespect,mean,unfortunate,fail,bad,mistake,negative,actions,unpleasant,arrogant,guilt,redemption,feelings,awful,bad connotation,fight,r,scold,apologize,bully,grievances,jail,toxic,mad,break-up,upset,feeling,apology,angry,remorse",30,"apologize,remark,angry,disrespectful,disgust,anger,disappointed,mistake,sorry,ashamed,apology,dismay,insult,stupid,offend,infuriate,annoy,forgive,comment,feeling,disappoint,remind,arrogant,afraid,feel,obviously,hurt,disappointment,unhappy,sad","sorry,rue,remorse,shame,shameful,apologize,ashamed,disrespectful,not nice,hurtful,unkind,apology,disappointment,humiliation,pity,sorrow,mistake,bad,disappointed,guilt,pitiful,unhappy,impolite,disgrace,frown,rudeness,sad,repent,mean,disappoint","apologize,feeling,mistake,angry,arrogant,apology",6,"disrespect,mean,unfortunate,fail,bad,negative,actions,unpleasant,guilt,redemption,feelings,awful,bad connotation,fight,r,scold,bully,grievances,jail,toxic,mad,break-up,upset,remorse",24,0.2,"apologize,mistake,mean,guilt,bad,remorse,apology",7,"disrespect,unfortunate,fail,negative,actions,unpleasant,arrogant,redemption,feelings,awful,bad connotation,fight,r,scold,bully,grievances,jail,toxic,mad,break-up,upset,feeling,angry",23,0.23333333333333334
Karen's,0,980,Hard,regret-rude,regret,rude,"disrespect,mean,unfortunate,fail,bad,mistake,negative,actions,unpleasant,arrogant,guilt,redemption,feelings,awful,bad connotation,fight,r,scold,apologize,bully,grievances,jail,toxic,mad,break-up,upset,feeling,apology,angry,remorse",30,"apologize,remark,angry,disrespectful,disgust,anger,disappointed,mistake,sorry,ashamed,apology,dismay,insult,stupid,offend,infuriate,annoy,forgive,comment,feeling,disappoint,remind,arrogant,afraid,feel,obviously,hurt,disappointment,unhappy,sad","sorry,rue,remorse,shame,shameful,apologize,ashamed,disrespectful,not nice,hurtful,unkind,apology,disappointment,humiliation,pity,sorrow,mistake,bad,disappointed,guilt,pitiful,unhappy,impolite,disgrace,frown,rudeness,sad,repent,mean,disappoint","apologize,feeling,mistake,angry,arrogant,apology",6,"disrespect,mean,unfortunate,fail,bad,negative,actions,unpleasant,guilt,redemption,feelings,awful,bad connotation,fight,r,scold,bully,grievances,jail,toxic,mad,break-up,upset,remorse",24,0.2,"apologize,mistake,mean,guilt,bad,remorse,apology",7,"disrespect,unfortunate,fail,negative,actions,unpleasant,arrogant,redemption,feelings,awful,bad connotation,fight,r,scold,bully,grievances,jail,toxic,mad,break-up,upset,feeling,angry",23,0.23333333333333334
impolite,0,1009,Hard,regret-rude,regret,rude,"disrespect,mean,unfortunate,fail,bad,mistake,negative,actions,unpleasant,arrogant,guilt,redemption,feelings,awful,bad connotation,fight,r,scold,apologize,bully,grievances,jail,toxic,mad,break-up,upset,feeling,apology,angry,remorse",30,"apologize,remark,angry,disrespectful,disgust,anger,disappointed,mistake,sorry,ashamed,apology,dismay,insult,stupid,offend,infuriate,annoy,forgive,comment,feeling,disappoint,remind,arrogant,afraid,feel,obviously,hurt,disappointment,unhappy,sad","sorry,rue,remorse,shame,shameful,apologize,ashamed,disrespectful,not nice,hurtful,unkind,apology,disappointment,humiliation,pity,sorrow,mistake,bad,disappointed,guilt,pitiful,unhappy,impolite,disgrace,frown,rudeness,sad,repent,mean,disappoint","apologize,feeling,mistake,angry,arrogant,apology",6,"disrespect,mean,unfortunate,fail,bad,negative,actions,unpleasant,guilt,redemption,feelings,awful,bad connotation,fight,r,scold,bully,grievances,jail,toxic,mad,break-up,upset,remorse",24,0.2,"apologize,mistake,mean,guilt,bad,remorse,apology",7,"disrespect,unfortunate,fail,negative,actions,unpleasant,arrogant,redemption,feelings,awful,bad connotation,fight,r,scold,bully,grievances,jail,toxic,mad,break-up,upset,feeling,angry",23,0.23333333333333334
horrible,1,1027,Hard,regret-rude,regret,rude,"disrespect,mean,unfortunate,fail,bad,mistake,negative,actions,unpleasant,arrogant,guilt,redemption,feelings,awful,bad connotation,fight,r,scold,apologize,bully,grievances,jail,toxic,mad,break-up,upset,feeling,apology,angry,remorse",30,"apologize,remark,angry,disrespectful,disgust,anger,disappointed,mistake,sorry,ashamed,apology,dismay,insult,stupid,offend,infuriate,annoy,forgive,comment,feeling,disappoint,remind,arrogant,afraid,feel,obviously,hurt,disappointment,unhappy,sad","sorry,rue,remorse,shame,shameful,apologize,ashamed,disrespectful,not nice,hurtful,unkind,apology,disappointment,humiliation,pity,sorrow,mistake,bad,disappointed,guilt,pitiful,unhappy,impolite,disgrace,frown,rudeness,sad,repent,mean,disappoint","apologize,feeling,mistake,angry,arrogant,apology",6,"disrespect,mean,unfortunate,fail,bad,negative,actions,unpleasant,guilt,redemption,feelings,awful,bad connotation,fight,r,scold,bully,grievances,jail,toxic,mad,break-up,upset,remorse",24,0.2,"apologize,mistake,mean,guilt,bad,remorse,apology",7,"disrespect,unfortunate,fail,negative,actions,unpleasant,arrogant,redemption,feelings,awful,bad connotation,fight,r,scold,bully,grievances,jail,toxic,mad,break-up,upset,feeling,angry",23,0.23333333333333334
insulting,0,1056,Hard,regret-rude,regret,rude,"disrespect,mean,unfortunate,fail,bad,mistake,negative,actions,unpleasant,arrogant,guilt,redemption,feelings,awful,bad connotation,fight,r,scold,apologize,bully,grievances,jail,toxic,mad,break-up,upset,feeling,apology,angry,remorse",30,"apologize,remark,angry,disrespectful,disgust,anger,disappointed,mistake,sorry,ashamed,apology,dismay,insult,stupid,offend,infuriate,annoy,forgive,comment,feeling,disappoint,remind,arrogant,afraid,feel,obviously,hurt,disappointment,unhappy,sad","sorry,rue,remorse,shame,shameful,apologize,ashamed,disrespectful,not nice,hurtful,unkind,apology,disappointment,humiliation,pity,sorrow,mistake,bad,disappointed,guilt,pitiful,unhappy,impolite,disgrace,frown,rudeness,sad,repent,mean,disappoint","apologize,feeling,mistake,angry,arrogant,apology",6,"disrespect,mean,unfortunate,fail,bad,negative,actions,unpleasant,guilt,redemption,feelings,awful,bad connotation,fight,r,scold,bully,grievances,jail,toxic,mad,break-up,upset,remorse",24,0.2,"apologize,mistake,mean,guilt,bad,remorse,apology",7,"disrespect,unfortunate,fail,negative,actions,unpleasant,arrogant,redemption,feelings,awful,bad connotation,fight,r,scold,bully,grievances,jail,toxic,mad,break-up,upset,feeling,angry",23,0.23333333333333334
mean,1,1087,Hard,regret-rude,regret,rude,"disrespect,mean,unfortunate,fail,bad,mistake,negative,actions,unpleasant,arrogant,guilt,redemption,feelings,awful,bad connotation,fight,r,scold,apologize,bully,grievances,jail,toxic,mad,break-up,upset,feeling,apology,angry,remorse",30,"apologize,remark,angry,disrespectful,disgust,anger,disappointed,mistake,sorry,ashamed,apology,dismay,insult,stupid,offend,infuriate,annoy,forgive,comment,feeling,disappoint,remind,arrogant,afraid,feel,obviously,hurt,disappointment,unhappy,sad","sorry,rue,remorse,shame,shameful,apologize,ashamed,disrespectful,not nice,hurtful,unkind,apology,disappointment,humiliation,pity,sorrow,mistake,bad,disappointed,guilt,pitiful,unhappy,impolite,disgrace,frown,rudeness,sad,repent,mean,disappoint","apologize,feeling,mistake,angry,arrogant,apology",6,"disrespect,mean,unfortunate,fail,bad,negative,actions,unpleasant,guilt,redemption,feelings,awful,bad connotation,fight,r,scold,bully,grievances,jail,toxic,mad,break-up,upset,remorse",24,0.2,"apologize,mistake,mean,guilt,bad,remorse,apology",7,"disrespect,unfortunate,fail,negative,actions,unpleasant,arrogant,redemption,feelings,awful,bad connotation,fight,r,scold,bully,grievances,jail,toxic,mad,break-up,upset,feeling,angry",23,0.23333333333333334
behavior,1,1117,Hard,regret-rude,regret,rude,"disrespect,mean,unfortunate,fail,bad,mistake,negative,actions,unpleasant,arrogant,guilt,redemption,feelings,awful,bad connotation,fight,r,scold,apologize,bully,grievances,jail,toxic,mad,break-up,upset,feeling,apology,angry,remorse",30,"apologize,remark,angry,disrespectful,disgust,anger,disappointed,mistake,sorry,ashamed,apology,dismay,insult,stupid,offend,infuriate,annoy,forgive,comment,feeling,disappoint,remind,arrogant,afraid,feel,obviously,hurt,disappointment,unhappy,sad","sorry,rue,remorse,shame,shameful,apologize,ashamed,disrespectful,not nice,hurtful,unkind,apology,disappointment,humiliation,pity,sorrow,mistake,bad,disappointed,guilt,pitiful,unhappy,impolite,disgrace,frown,rudeness,sad,repent,mean,disappoint","apologize,feeling,mistake,angry,arrogant,apology",6,"disrespect,mean,unfortunate,fail,bad,negative,actions,unpleasant,guilt,redemption,feelings,awful,bad connotation,fight,r,scold,bully,grievances,jail,toxic,mad,break-up,upset,remorse",24,0.2,"apologize,mistake,mean,guilt,bad,remorse,apology",7,"disrespect,unfortunate,fail,negative,actions,unpleasant,arrogant,redemption,feelings,awful,bad connotation,fight,r,scold,bully,grievances,jail,toxic,mad,break-up,upset,feeling,angry",23,0.23333333333333334
bad,1,1147,Hard,regret-rude,regret,rude,"disrespect,mean,unfortunate,fail,bad,mistake,negative,actions,unpleasant,arrogant,guilt,redemption,feelings,awful,bad connotation,fight,r,scold,apologize,bully,grievances,jail,toxic,mad,break-up,upset,feeling,apology,angry,remorse",30,"apologize,remark,angry,disrespectful,disgust,anger,disappointed,mistake,sorry,ashamed,apology,dismay,insult,stupid,offend,infuriate,annoy,forgive,comment,feeling,disappoint,remind,arrogant,afraid,feel,obviously,hurt,disappointment,unhappy,sad","sorry,rue,remorse,shame,shameful,apologize,ashamed,disrespectful,not nice,hurtful,unkind,apology,disappointment,humiliation,pity,sorrow,mistake,bad,disappointed,guilt,pitiful,unhappy,impolite,disgrace,frown,rudeness,sad,repent,mean,disappoint","apologize,feeling,mistake,angry,arrogant,apology",6,"disrespect,mean,unfortunate,fail,bad,negative,actions,unpleasant,guilt,redemption,feelings,awful,bad connotation,fight,r,scold,bully,grievances,jail,toxic,mad,break-up,upset,remorse",24,0.2,"apologize,mistake,mean,guilt,bad,remorse,apology",7,"disrespect,unfortunate,fail,negative,actions,unpleasant,arrogant,redemption,feelings,awful,bad connotation,fight,r,scold,bully,grievances,jail,toxic,mad,break-up,upset,feeling,angry",23,0.23333333333333334
remember,0,1177,Hard,regret-rude,regret,rude,"disrespect,mean,unfortunate,fail,bad,mistake,negative,actions,unpleasant,arrogant,guilt,redemption,feelings,awful,bad connotation,fight,r,scold,apologize,bully,grievances,jail,toxic,mad,break-up,upset,feeling,apology,angry,remorse",30,"apologize,remark,angry,disrespectful,disgust,anger,disappointed,mistake,sorry,ashamed,apology,dismay,insult,stupid,offend,infuriate,annoy,forgive,comment,feeling,disappoint,remind,arrogant,afraid,feel,obviously,hurt,disappointment,unhappy,sad","sorry,rue,remorse,shame,shameful,apologize,ashamed,disrespectful,not nice,hurtful,unkind,apology,disappointment,humiliation,pity,sorrow,mistake,bad,disappointed,guilt,pitiful,unhappy,impolite,disgrace,frown,rudeness,sad,repent,mean,disappoint","apologize,feeling,mistake,angry,arrogant,apology",6,"disrespect,mean,unfortunate,fail,bad,negative,actions,unpleasant,guilt,redemption,feelings,awful,bad connotation,fight,r,scold,bully,grievances,jail,toxic,mad,break-up,upset,remorse",24,0.2,"apologize,mistake,mean,guilt,bad,remorse,apology",7,"disrespect,unfortunate,fail,negative,actions,unpleasant,arrogant,redemption,feelings,awful,bad connotation,fight,r,scold,bully,grievances,jail,toxic,mad,break-up,upset,feeling,angry",23,0.23333333333333334
disrespect,1,1207,Hard,regret-rude,regret,rude,"disrespect,mean,unfortunate,fail,bad,mistake,negative,actions,unpleasant,arrogant,guilt,redemption,feelings,awful,bad connotation,fight,r,scold,apologize,bully,grievances,jail,toxic,mad,break-up,upset,feeling,apology,angry,remorse",30,"apologize,remark,angry,disrespectful,disgust,anger,disappointed,mistake,sorry,ashamed,apology,dismay,insult,stupid,offend,infuriate,annoy,forgive,comment,feeling,disappoint,remind,arrogant,afraid,feel,obviously,hurt,disappointment,unhappy,sad","sorry,rue,remorse,shame,shameful,apologize,ashamed,disrespectful,not nice,hurtful,unkind,apology,disappointment,humiliation,pity,sorrow,mistake,bad,disappointed,guilt,pitiful,unhappy,impolite,disgrace,frown,rudeness,sad,repent,mean,disappoint","apologize,feeling,mistake,angry,arrogant,apology",6,"disrespect,mean,unfortunate,fail,bad,negative,actions,unpleasant,guilt,redemption,feelings,awful,bad connotation,fight,r,scold,bully,grievances,jail,toxic,mad,break-up,upset,remorse",24,0.2,"apologize,mistake,mean,guilt,bad,remorse,apology",7,"disrespect,unfortunate,fail,negative,actions,unpleasant,arrogant,redemption,feelings,awful,bad connotation,fight,r,scold,bully,grievances,jail,toxic,mad,break-up,upset,feeling,angry",23,0.23333333333333334
hatred,1,1224,Hard,regret-rude,regret,rude,"disrespect,mean,unfortunate,fail,bad,mistake,negative,actions,unpleasant,arrogant,guilt,redemption,feelings,awful,bad connotation,fight,r,scold,apologize,bully,grievances,jail,toxic,mad,break-up,upset,feeling,apology,angry,remorse",30,"apologize,remark,angry,disrespectful,disgust,anger,disappointed,mistake,sorry,ashamed,apology,dismay,insult,stupid,offend,infuriate,annoy,forgive,comment,feeling,disappoint,remind,arrogant,afraid,feel,obviously,hurt,disappointment,unhappy,sad","sorry,rue,remorse,shame,shameful,apologize,ashamed,disrespectful,not nice,hurtful,unkind,apology,disappointment,humiliation,pity,sorrow,mistake,bad,disappointed,guilt,pitiful,unhappy,impolite,disgrace,frown,rudeness,sad,repent,mean,disappoint","apologize,feeling,mistake,angry,arrogant,apology",6,"disrespect,mean,unfortunate,fail,bad,negative,actions,unpleasant,guilt,redemption,feelings,awful,bad connotation,fight,r,scold,bully,grievances,jail,toxic,mad,break-up,upset,remorse",24,0.2,"apologize,mistake,mean,guilt,bad,remorse,apology",7,"disrespect,unfortunate,fail,negative,actions,unpleasant,arrogant,redemption,feelings,awful,bad connotation,fight,r,scold,bully,grievances,jail,toxic,mad,break-up,upset,feeling,angry",23,0.23333333333333334
negative,1,1253,Hard,regret-rude,regret,rude,"disrespect,mean,unfortunate,fail,bad,mistake,negative,actions,unpleasant,arrogant,guilt,redemption,feelings,awful,bad connotation,fight,r,scold,apologize,bully,grievances,jail,toxic,mad,break-up,upset,feeling,apology,angry,remorse",30,"apologize,remark,angry,disrespectful,disgust,anger,disappointed,mistake,sorry,ashamed,apology,dismay,insult,stupid,offend,infuriate,annoy,forgive,comment,feeling,disappoint,remind,arrogant,afraid,feel,obviously,hurt,disappointment,unhappy,sad","sorry,rue,remorse,shame,shameful,apologize,ashamed,disrespectful,not nice,hurtful,unkind,apology,disappointment,humiliation,pity,sorrow,mistake,bad,disappointed,guilt,pitiful,unhappy,impolite,disgrace,frown,rudeness,sad,repent,mean,disappoint","apologize,feeling,mistake,angry,arrogant,apology",6,"disrespect,mean,unfortunate,fail,bad,negative,actions,unpleasant,guilt,redemption,feelings,awful,bad connotation,fight,r,scold,bully,grievances,jail,toxic,mad,break-up,upset,remorse",24,0.2,"apologize,mistake,mean,guilt,bad,remorse,apology",7,"disrespect,unfortunate,fail,negative,actions,unpleasant,arrogant,redemption,feelings,awful,bad connotation,fight,r,scold,bully,grievances,jail,toxic,mad,break-up,upset,feeling,angry",23,0.23333333333333334
bully,0,1282,Hard,regret-rude,regret,rude,"disrespect,mean,unfortunate,fail,bad,mistake,negative,actions,unpleasant,arrogant,guilt,redemption,feelings,awful,bad connotation,fight,r,scold,apologize,bully,grievances,jail,toxic,mad,break-up,upset,feeling,apology,angry,remorse",30,"apologize,remark,angry,disrespectful,disgust,anger,disappointed,mistake,sorry,ashamed,apology,dismay,insult,stupid,offend,infuriate,annoy,forgive,comment,feeling,disappoint,remind,arrogant,afraid,feel,obviously,hurt,disappointment,unhappy,sad","sorry,rue,remorse,shame,shameful,apologize,ashamed,disrespectful,not nice,hurtful,unkind,apology,disappointment,humiliation,pity,sorrow,mistake,bad,disappointed,guilt,pitiful,unhappy,impolite,disgrace,frown,rudeness,sad,repent,mean,disappoint","apologize,feeling,mistake,angry,arrogant,apology",6,"disrespect,mean,unfortunate,fail,bad,negative,actions,unpleasant,guilt,redemption,feelings,awful,bad connotation,fight,r,scold,bully,grievances,jail,toxic,mad,break-up,upset,remorse",24,0.2,"apologize,mistake,mean,guilt,bad,remorse,apology",7,"disrespect,unfortunate,fail,negative,actions,unpleasant,arrogant,redemption,feelings,awful,bad connotation,fight,r,scold,bully,grievances,jail,toxic,mad,break-up,upset,feeling,angry",23,0.23333333333333334
upset,1,1312,Hard,regret-rude,regret,rude,"disrespect,mean,unfortunate,fail,bad,mistake,negative,actions,unpleasant,arrogant,guilt,redemption,feelings,awful,bad connotation,fight,r,scold,apologize,bully,grievances,jail,toxic,mad,break-up,upset,feeling,apology,angry,remorse",30,"apologize,remark,angry,disrespectful,disgust,anger,disappointed,mistake,sorry,ashamed,apology,dismay,insult,stupid,offend,infuriate,annoy,forgive,comment,feeling,disappoint,remind,arrogant,afraid,feel,obviously,hurt,disappointment,unhappy,sad","sorry,rue,remorse,shame,shameful,apologize,ashamed,disrespectful,not nice,hurtful,unkind,apology,disappointment,humiliation,pity,sorrow,mistake,bad,disappointed,guilt,pitiful,unhappy,impolite,disgrace,frown,rudeness,sad,repent,mean,disappoint","apologize,feeling,mistake,angry,arrogant,apology",6,"disrespect,mean,unfortunate,fail,bad,negative,actions,unpleasant,guilt,redemption,feelings,awful,bad connotation,fight,r,scold,bully,grievances,jail,toxic,mad,break-up,upset,remorse",24,0.2,"apologize,mistake,mean,guilt,bad,remorse,apology",7,"disrespect,unfortunate,fail,negative,actions,unpleasant,arrogant,redemption,feelings,awful,bad connotation,fight,r,scold,bully,grievances,jail,toxic,mad,break-up,upset,feeling,angry",23,0.23333333333333334
bad,1,1339,Hard,regret-rude,regret,rude,"disrespect,mean,unfortunate,fail,bad,mistake,negative,actions,unpleasant,arrogant,guilt,redemption,feelings,awful,bad connotation,fight,r,scold,apologize,bully,grievances,jail,toxic,mad,break-up,upset,feeling,apology,angry,remorse",30,"apologize,remark,angry,disrespectful,disgust,anger,disappointed,mistake,sorry,ashamed,apology,dismay,insult,stupid,offend,infuriate,annoy,forgive,comment,feeling,disappoint,remind,arrogant,afraid,feel,obviously,hurt,disappointment,unhappy,sad","sorry,rue,remorse,shame,shameful,apologize,ashamed,disrespectful,not nice,hurtful,unkind,apology,disappointment,humiliation,pity,sorrow,mistake,bad,disappointed,guilt,pitiful,unhappy,impolite,disgrace,frown,rudeness,sad,repent,mean,disappoint","apologize,feeling,mistake,angry,arrogant,apology",6,"disrespect,mean,unfortunate,fail,bad,negative,actions,unpleasant,guilt,redemption,feelings,awful,bad connotation,fight,r,scold,bully,grievances,jail,toxic,mad,break-up,upset,remorse",24,0.2,"apologize,mistake,mean,guilt,bad,remorse,apology",7,"disrespect,unfortunate,fail,negative,actions,unpleasant,arrogant,redemption,feelings,awful,bad connotation,fight,r,scold,bully,grievances,jail,toxic,mad,break-up,upset,feeling,angry",23,0.23333333333333334
apology,0,1369,Hard,regret-rude,regret,rude,"disrespect,mean,unfortunate,fail,bad,mistake,negative,actions,unpleasant,arrogant,guilt,redemption,feelings,awful,bad connotation,fight,r,scold,apologize,bully,grievances,jail,toxic,mad,break-up,upset,feeling,apology,angry,remorse",30,"apologize,remark,angry,disrespectful,disgust,anger,disappointed,mistake,sorry,ashamed,apology,dismay,insult,stupid,offend,infuriate,annoy,forgive,comment,feeling,disappoint,remind,arrogant,afraid,feel,obviously,hurt,disappointment,unhappy,sad","sorry,rue,remorse,shame,shameful,apologize,ashamed,disrespectful,not nice,hurtful,unkind,apology,disappointment,humiliation,pity,sorrow,mistake,bad,disappointed,guilt,pitiful,unhappy,impolite,disgrace,frown,rudeness,sad,repent,mean,disappoint","apologize,feeling,mistake,angry,arrogant,apology",6,"disrespect,mean,unfortunate,fail,bad,negative,actions,unpleasant,guilt,redemption,feelings,awful,bad connotation,fight,r,scold,bully,grievances,jail,toxic,mad,break-up,upset,remorse",24,0.2,"apologize,mistake,mean,guilt,bad,remorse,apology",7,"disrespect,unfortunate,fail,negative,actions,unpleasant,arrogant,redemption,feelings,awful,bad connotation,fight,r,scold,bully,grievances,jail,toxic,mad,break-up,upset,feeling,angry",23,0.23333333333333334
mean,1,1393,Hard,regret-rude,regret,rude,"disrespect,mean,unfortunate,fail,bad,mistake,negative,actions,unpleasant,arrogant,guilt,redemption,feelings,awful,bad connotation,fight,r,scold,apologize,bully,grievances,jail,toxic,mad,break-up,upset,feeling,apology,angry,remorse",30,"apologize,remark,angry,disrespectful,disgust,anger,disappointed,mistake,sorry,ashamed,apology,dismay,insult,stupid,offend,infuriate,annoy,forgive,comment,feeling,disappoint,remind,arrogant,afraid,feel,obviously,hurt,disappointment,unhappy,sad","sorry,rue,remorse,shame,shameful,apologize,ashamed,disrespectful,not nice,hurtful,unkind,apology,disappointment,humiliation,pity,sorrow,mistake,bad,disappointed,guilt,pitiful,unhappy,impolite,disgrace,frown,rudeness,sad,repent,mean,disappoint","apologize,feeling,mistake,angry,arrogant,apology",6,"disrespect,mean,unfortunate,fail,bad,negative,actions,unpleasant,guilt,redemption,feelings,awful,bad connotation,fight,r,scold,bully,grievances,jail,toxic,mad,break-up,upset,remorse",24,0.2,"apologize,mistake,mean,guilt,bad,remorse,apology",7,"disrespect,unfortunate,fail,negative,actions,unpleasant,arrogant,redemption,feelings,awful,bad connotation,fight,r,scold,bully,grievances,jail,toxic,mad,break-up,upset,feeling,angry",23,0.23333333333333334
remorse,0,1422,Hard,regret-rude,regret,rude,"disrespect,mean,unfortunate,fail,bad,mistake,negative,actions,unpleasant,arrogant,guilt,redemption,feelings,awful,bad connotation,fight,r,scold,apologize,bully,grievances,jail,toxic,mad,break-up,upset,feeling,apology,angry,remorse",30,"apologize,remark,angry,disrespectful,disgust,anger,disappointed,mistake,sorry,ashamed,apology,dismay,insult,stupid,offend,infuriate,annoy,forgive,comment,feeling,disappoint,remind,arrogant,afraid,feel,obviously,hurt,disappointment,unhappy,sad","sorry,rue,remorse,shame,shameful,apologize,ashamed,disrespectful,not nice,hurtful,unkind,apology,disappointment,humiliation,pity,sorrow,mistake,bad,disappointed,guilt,pitiful,unhappy,impolite,disgrace,frown,rudeness,sad,repent,mean,disappoint","apologize,feeling,mistake,angry,arrogant,apology",6,"disrespect,mean,unfortunate,fail,bad,negative,actions,unpleasant,guilt,redemption,feelings,awful,bad connotation,fight,r,scold,bully,grievances,jail,toxic,mad,break-up,upset,remorse",24,0.2,"apologize,mistake,mean,guilt,bad,remorse,apology",7,"disrespect,unfortunate,fail,negative,actions,unpleasant,arrogant,redemption,feelings,awful,bad connotation,fight,r,scold,bully,grievances,jail,toxic,mad,break-up,upset,feeling,angry",23,0.23333333333333334
